fall;geolocation;id;mass;name;nametype;recclass;reclat;reclong;year
Fell;-1.45,29.83333;22780;465.5;Ruhobobo;Valid;L6;-1.45;29.83333;1976
Fell;0.26667,36.53333;22782;67.0;Rumuruti;Valid;R3.8-6;0.26667;36.53333;1934
Fell;-10.26667,38.76667;22783;6000.0;Rupota;Valid;L4-6;-10.26667;38.76667;1949
Fell;51.13333,34.5;22791;13000.0;Ryechki;Valid;L5;51.13333;34.5;1914
Fell;27.43333,82.08333;22792;1250.0;Sabetmahet;Valid;H5;27.43333;82.08333;1855
Fell;23.08333,91.66667;22793;478.0;Sabrum;Valid;LL6;23.08333;91.66667;1999
Fell;51.53333,14.88333;22796;;Sagan;Valid;Stone-uncl;51.53333;14.88333;1636
Fell;43.73333,1.38333;23101;14000.0;Saint-Sauveur;Valid;EH5;43.73333;1.38333;1914
Fell;45.3,0.23333;23102;271000.0;Saint-Séverin;Valid;LL6;45.3;0.23333;1966
Fell;35.66667,136.3;23103;4180.0;Sakauchi;Valid;Iron;35.66667;136.3;1913
Fell;44.97917,-122.96944;23107;61.4;Salem;Valid;L6;44.97917;-122.96944;1981
Fell;46.05,4.63333;23111;9000.0;Salles;Valid;L5;46.05;4.63333;1798
Fell;52.75,11.05;23114;43.0;Salzwedel;Valid;LL5;52.75;11.05;1985
Fell;25.66667,74.86667;23115;2462.0;Samelia;Valid;Iron, IIIAB;25.66667;74.86667;1921
Fell;33.48472,-117.6625;23128;56.0;San Juan Capistrano;Valid;H6;33.48472;-117.6625;1973
Fell;43.66667,13.0;31315;237.0;San Michele;Valid;L6;43.66667;13.0;2002
Fell;-31.01667,-71.4;23130;282.0;San Pedro de Quiles;Valid;L6;-31.01667;-71.4;1956
Fell;19.76667,-100.65;34063;460.0;San Pedro Jacuaro;Valid;LL6;19.76667;-100.65;1968
Fell;-29.2,-51.86667;23161;400.0;Santa Barbara;Valid;L4;-29.2;-51.86667;1873
Fell;24.16667,-99.33333;23164;60.0;Santa Cruz;Valid;CM2;24.16667;-99.33333;1939
Fell;-33.9,-61.7;23165;5500.0;Santa Isabel;Valid;L6;-33.9;-61.7;1924
Fell;-31.535556,-68.489444;50909;4000.0;Santa Lucia (2008);Valid;L6;-31.535556;-68.489444;2008
Fell;-20.81,-49.38056;23171;927.0;São Jose do Rio Preto;Valid;H4;-20.81;-49.38056;1962
Fell;52.55,46.55;23176;200000.0;Saratov;Valid;L4;52.55;46.55;1918
Fell;34.71667,137.78333;23187;695.0;Sasagase;Valid;H;34.71667;137.78333;1688
Fell;43.15,-0.85;23188;4000.0;Sauguis;Valid;L6;43.15;-0.85;1868
Fell;47.21667,29.86667;23190;2500.0;Savtschenskoje;Valid;LL4;47.21667;29.86667;1894
Fell;35.86667,139.4;23192;430.0;Sayama;Valid;CM2;35.86667;139.4;1986
Fell;49.23333,17.56667;23455;412.0;Sazovice;Valid;L5;49.23333;17.56667;1934
Fell;53.35,15.05;23457;7000.0;Schellin;Valid;L;53.35;15.05;1715
Fell;42.86083,-73.95028;23458;283.3;Schenectady;Valid;H5;42.86083;-73.95028;1968
Fell;48.11667,10.46667;23460;8000.0;Schönenberg;Valid;L6;48.11667;10.46667;1846
Fell;44.36667,-69.2;23472;5400.0;Searsmont;Valid;H5;44.36667;-69.2;1871
Fell;38.3,27.13333;23473;240.0;Sediköy;Valid;L6;38.3;27.13333;1917
Fell;26.75,84.78333;23476;6930.0;Segowlie;Valid;LL6;26.75;84.78333;1853
Fell;-7.23333,107.33333;23481;1590.0;Selakopi;Valid;H5;-7.23333;107.33333;1939
Fell;22.83333,4.98333;23483;150.0;Seldebourak;Valid;H5;22.83333;4.98333;1947
Fell;22.25,79.0;23487;691.0;Semarkona;Valid;LL3.00;22.25;79.0;1940
Fell;41.71667,-0.05;23495;4000.0;Sena;Valid;H4;41.71667;-0.05;1773
Fell;39.43833,140.51167;23496;866.0;Senboku;Valid;H6;39.43833;140.51167;1993
Fell;21.68389,79.50083;23500;20000.0;Seoni;Valid;H6;21.68389;79.50083;1966
Fell;41.05,23.56667;23501;8500.0;Seres;Valid;H4;41.05;23.56667;1818
Fell;-8.38333,-36.76667;23502;1800.0;Serra de Magé;Valid;Eucrite-cm;-8.38333;-36.76667;1923
Fell;-19.46667,-44.21667;23504;350.0;Sete Lagoas;Valid;H4;-19.46667;-44.21667;1908
Fell;37.41667,-6.0;23508;180.0;Sevilla;Valid;LL4;37.41667;-6.0;1862
Fell;50.61667,36.6;23509;101000.0;Sevrukovo;Valid;L5;50.61667;36.6;1874
Fell;34.75,10.71667;23512;7000.0;Sfax;Valid;L6;34.75;10.71667;1989
Fell;23.1,87.3;23521;4000.0;Shalka;Valid;Diogenite;23.1;87.3;1850
Fell;37.83333,-76.7;23525;1265.0;Sharps;Valid;H3.4;37.83333;-76.7;1921
Fell;44.05,-80.16667;23529;18600.0;Shelburne;Valid;L5;44.05;-80.16667;1904
Fell;24.55,84.83333;23530;5000.0;Shergotty;Valid;Martian (shergottite);24.55;84.83333;1865
Fell;33.65,120.06667;23531;605.0;Sheyang;Valid;L6;33.65;120.06667;1976
Fell;25.85,87.5775;23534;3679.7;Shikarpur;Valid;L6;25.85;87.5775;1921
Fell;43.5,125.66667;23582;3900.0;Shuangyang;Valid;H5;43.5;125.66667;1971
Fell;33.71667,74.83333;23583;5000.0;Shupiyan;Valid;H6;33.71667;74.83333;1912
Fell;24.33333,90.16667;23584;3200.0;Shytal;Valid;L6;24.33333;90.16667;1863
Fell;43.11667,11.6;23586;3700.0;Siena;Valid;LL5;43.11667;11.6;1794
Fell;46.16,134.65333;23593;23000000.0;Sikhote-Alin;Valid;Iron, IIAB;46.16;134.65333;1947
Fell;20.93333,-101.38333;23594;1710.0;Silao;Valid;H5;20.93333;-101.38333;1995
Fell;44.11667,27.26667;55584;0.15;Silistra;Valid;Achondrite-ung;44.11667;27.26667;1917
Fell;49.98333,7.53333;23603;1222.0;Simmern;Valid;H5;49.98333;7.53333;1920
Fell;30.9,32.48333;23606;1455.0;Sinai;Valid;L6;30.9;32.48333;1916
Fell;26.21667,69.55;23611;8400.0;Sindhri;Valid;H5;26.21667;69.55;1901
Fell;39.3,9.2;23613;2000.0;Sinnai;Valid;H6;39.3;9.2;1956
Fell;42.58333,-103.66667;23614;4100.0;Sioux County;Valid;Eucrite-mmict;42.58333;-103.66667;1933
Fell;20.91667,82.58333;23616;1600.0;Sitathali;Valid;H5;20.91667;82.58333;1875
Fell;39.82467,36.13583;23617;40000.0;Sivas;Valid;H6;39.82467;36.13583;1989
Fell;32.43333,119.86667;23619;630.0;Sixiangkou;Valid;L5;32.43333;119.86667;1989
Fell;59.73333,10.86667;23621;850.0;Ski;Valid;L6;59.73333;10.86667;1848
Fell;45.68333,15.6;23626;1708.0;Slavetic;Valid;H5;45.68333;15.6;1868
Fell;55.0,35.0;23645;2750.0;Slobodka;Valid;L4;55.0;35.0;1818
Fell;27.13333,84.06667;23660;72.9;Soheria;Valid;OC;27.13333;84.06667;1960
Fell;43.66667,21.86667;23661;80000.0;Soko-Banja;Valid;LL4;43.66667;21.86667;1877
Fell;47.36667,1.73333;23663;54.0;Sologne;Valid;H5;47.36667;1.73333;1860
Fell;54.00883,22.005;53829;1066.0;Sołtmany;Valid;L6;54.00883;22.005;2011
Fell;35.16667,135.33333;23667;17100.0;Sone;Valid;H5;35.16667;135.33333;1866
Fell;45.25,125.0;23668;36900.0;Songyuan;Valid;L6;45.25;125.0;1993
Fell;44.41667,23.5;23670;958.0;Sopot;Valid;OC;44.41667;23.5;1927
Fell;1.7,33.63333;23671;2050.0;Soroti;Valid;Iron, ungrouped;1.7;33.63333;1945
Fell;44.75,0.05;23081;360.0;St. Caprais-de-Quinsac;Valid;L6;44.75;0.05;1883
Fell;46.95,-1.5;23082;5500.0;St. Christophe-la-Chartreuse;Valid;L6;46.95;-1.5;1841
Fell;51.05,3.75;23083;700.0;St. Denis Westrem;Valid;L6;51.05;3.75;1855
Fell;48.01667,-1.15;23087;4000.0;St. Germain-du-Pinel;Valid;H6;48.01667;-1.15;1890
Fell;38.7,-90.23333;23089;1000.0;St. Louis;Valid;H4;38.7;-90.23333;1950
Fell;-32.01667,27.41667;23090;13780.0;St. Mark's;Valid;EH5;-32.01667;27.41667;1903
Fell;38.16667,-76.38333;23091;24.3;St. Mary's County;Valid;LL3.3;38.16667;-76.38333;1919
Fell;48.45,3.93333;23092;8300.0;St. Mesmin;Valid;LL6;48.45;3.93333;1866
Fell;61.65,27.2;23093;17000.0;St. Michel;Valid;L6;61.65;27.2;1910
Fell;43.43333,2.95;23097;134.3;St.-Chinian;Valid;L6;43.43333;2.95;1959
Fell;59.93333,14.95;23712;34000.0;Ställdalen;Valid;H5;59.93333;14.95;1876
Fell;49.28333,15.56667;23713;52000.0;Stannern;Valid;Eucrite-mmict;49.28333;15.56667;1808
Fell;45.05,41.98333;23717;1500.0;Stavropol;Valid;L6;45.05;41.98333;1857
Fell;50.76667,3.0;23099;4960.0;Ste. Marguerite;Valid;H4;50.76667;3.0;1962
Fell;53.66667,55.98333;23724;325000.0;Sterlitamak;Valid;Iron, IIIAB;53.66667;55.98333;1990
Fell;52.53333,9.05;23726;;Stolzenau;Valid;Stone-uncl;52.53333;9.05;1647
Fell;41.2,-73.13333;23728;50.0;Stratford;Valid;L6;41.2;-73.13333;1974
Fell;56.58333,-3.25;23729;13400.0;Strathmore;Valid;L6;56.58333;-3.25;1917
Fell;50.38333,-3.95;23732;10400.0;Stretchleigh;Valid;Stone-uncl;50.38333;-3.95;1623
Fell;45.96861,-72.97806;23733;25400.0;St-Robert;Valid;H5;45.96861;-72.97806;1994
Fell;36.48333,-90.66667;23736;3500.0;Success;Valid;L6;36.48333;-90.66667;1924
Fell;50.53806,16.26333;23737;815.3;Suchy Dul;Valid;L6;50.53806;16.26333;1969
Fell;31.61667,113.46667;23738;260000.0;Suizhou;Valid;L6;31.61667;113.46667;1986
Fell;12.66667,78.03333;48951;110000.0;Sulagiri;Valid;LL6;12.66667;78.03333;2008
Fell;25.93333,84.28333;23741;1710.5;Sultanpur;Valid;L/LL6;25.93333;84.28333;1916
Fell;44.86667,133.16667;23745;637.0;Sungach;Valid;H5;44.86667;133.16667;1935
Fell;26.71667,84.21667;23760;7235.0;Supuhee;Valid;H6;26.71667;84.21667;1865
Fell;38.80389,-120.90806;55529;992.5;Sutter's Mill;Valid;C;38.80389;-120.90806;2012
Fell;33.18836,-86.2945;23773;5560.0;Sylacauga;Valid;H4;33.18836;-86.2945;1954
Fell;49.4,14.65;23776;7540.0;Tabor;Valid;H5;49.4;14.65;1753
Fell;36.18333,5.41667;23778;9000.0;Tadjera;Valid;L5;36.18333;5.41667;1867
Fell;59.70444,-134.20139;23782;10000.0;Tagish Lake;Valid;C2-ung;59.70444;-134.20139;2000
Fell;34.72,137.305;23784;1000.0;Tahara;Valid;H4/5;34.72;137.305;1991
Fell;35.38333,134.9;23789;720.0;Takenouchi;Valid;H5;35.38333;134.9;1880
Fell;nan,nan;23791;1421.0;Talampaya;Valid;Eucrite-cm;;;1995
Fell;-7.75,112.76667;23795;10500.0;Tambakwatu;Valid;L6;-7.75;112.76667;1975
Fell;31.16333,-7.015;48691;100000.0;Tamdakht;Valid;H5;31.16333;-7.015;2008
Fell;35.43333,136.23333;23801;905.0;Tané;Valid;L5;35.43333;136.23333;1918
Fell;45.4,122.9;23873;3850.0;Taonan;Valid;L5;45.4;122.9;1965
Fell;32.95,10.41667;23884;12000.0;Tatahouine;Valid;Diogenite;32.95;10.41667;1931
Fell;19.38333,43.73333;23885;2500.0;Tathlith;Valid;L6;19.38333;43.73333;1967
Fell;35.13333,44.45;23887;6000.0;Tauk;Valid;L6;35.13333;44.45;1929
Fell;46.71667,23.5;23888;21000.0;Tauti;Valid;L6;46.71667;23.5;1937
Fell;-25.73333,142.95;23897;160000.0;Tenham;Valid;L6;-25.73333;142.95;1879
Fell;58.03333,26.95;23898;28500.0;Tennasilm;Valid;L4;58.03333;26.95;1872
Fell;33.4,70.6;23908;342.0;Thal;Valid;H6;33.4;70.6;1950
Fell;-1.00278,37.15028;54493;14200.0;Thika;Valid;L6;-1.00278;37.15028;2011
Fell;-29.33333,27.58333;23976;45300.0;Thuathe;Valid;H4/5;-29.33333;27.58333;2002
Fell;32.94667,118.99;23984;2232.0;Tianzhang;Valid;H5;32.94667;118.99;1986
Fell;49.6,17.11667;23989;28000.0;Tieschitz;Valid;H/L3.6;49.6;17.11667;1878
Fell;38.2,-89.68333;23998;74800.0;Tilden;Valid;L6;38.2;-89.68333;1927
Fell;14.25,1.53333;23999;3000.0;Tillaberi;Valid;L6;14.25;1.53333;1970
Fell;54.5,35.2;24004;65500.0;Timochin;Valid;H5;54.5;35.2;1807
Fell;13.63333,79.41667;24009;230.0;Tirupati;Valid;H6;13.63333;79.41667;1934
Fell;29.48195,-7.61123;54823;7000.0;Tissint;Valid;Martian (shergottite);29.48195;-7.61123;2011
Fell;-7.08333,111.53333;24011;20000.0;Tjabe;Valid;H6;-7.08333;111.53333;1869
Fell;-6.66667,106.58333;24012;16500.0;Tjerebon;Valid;L5;-6.66667;106.58333;1922
Fell;47.85,34.76667;24019;600.0;Tomakovka;Valid;LL6;47.85;34.76667;1905
